0.000000	0.000000
0.000031	0.009587
0.000061	0.019175
0.000092	0.028762
0.000122	0.038349
0.000153	0.047936
0.000183	0.057523
0.000214	0.067110
0.000244	0.076696
0.000275	0.086282
0.000305	0.095868
0.000336	0.105453
0.000366	0.115038
0.000397	0.124623
0.000427	0.134207
0.000458	0.143791
0.000488	0.153374
0.000519	0.162957
0.000549	0.172539
0.000580	0.182120
0.000610	0.191701
0.000641	0.201281
0.000671	0.210860
0.000702	0.220438
0.000732	0.230016
0.000763	0.239593
0.000793	0.249169
0.000824	0.258744
0.000854	0.268318
0.000885	0.277891
0.000916	0.287463
0.000946	0.297034
0.000977	0.306604
0.001007	0.316172
0.001038	0.325740
0.001068	0.335306
0.001099	0.344872
0.001129	0.354436
0.001160	0.363998
0.001190	0.373559
0.001221	0.383119
0.001251	0.392678
0.001282	0.402235
0.001312	0.411790
0.001343	0.421344
0.001373	0.430897
0.001404	0.440448
0.001434	0.449997
0.001465	0.459545
0.001495	0.469091
0.001526	0.478635
0.001556	0.488177
0.001587	0.497718
0.001617	0.507257
0.001648	0.516794
0.001678	0.526329
0.001709	0.535862
0.001740	0.545393
0.001770	0.554922
0.001801	0.564450
0.001831	0.573975
0.001862	0.583498
0.001892	0.593018
0.001923	0.602537
0.001953	0.612053
0.001984	0.621568
0.002014	0.631079
0.002045	0.640589
0.002075	0.650096
0.002106	0.659601
0.002136	0.669103
0.002167	0.678603
0.002197	0.688101
0.002228	0.697595
0.002258	0.707088
0.002289	0.716578
0.002319	0.726065
0.002350	0.735549
0.002380	0.745031
0.002411	0.754510
0.002441	0.763986
0.002472	0.773459
0.002502	0.782930
0.002533	0.792398
0.002563	0.801862
0.002594	0.811324
0.002625	0.820783
0.002655	0.830239
0.002686	0.839691
0.002716	0.849141
0.002747	0.858588
0.002777	0.868031
0.002808	0.877471
0.002838	0.886908
0.002869	0.896342
0.002899	0.905772
0.002930	0.915199
0.002960	0.924623
0.002991	0.934043
0.003021	0.943460
0.003052	0.952874
0.003082	0.962284
0.003113	0.971690
0.003143	0.981093
0.003174	0.990492
0.003204	0.999888
0.003235	1.009279
0.003265	1.018668
0.003296	1.028052
0.003326	1.037433
0.003357	1.046810
0.003387	1.056183
0.003418	1.065552
0.003448	1.074917
0.003479	1.084278
0.003510	1.093635
0.003540	1.102988
0.003571	1.112338
0.003601	1.121683
0.003632	1.131024
0.003662	1.140360
0.003693	1.149693
0.003723	1.159021
0.003754	1.168345
0.003784	1.177665
0.003815	1.186981
0.003845	1.196292
