0.000000,0.000000
0.000125,4.004837
0.000250,5.927051
0.000375,4.897505
0.000500,1.763356
0.000625,-1.414214
0.000750,-2.572949
0.000875,-0.862514
0.001000,2.853170
0.001125,6.498599
0.001250,8.000000
0.001375,6.498599
0.001500,2.853170
0.001625,-0.862514
0.001750,-2.572949
0.001875,-1.414214
0.002000,1.763356
0.002125,4.897505
0.002250,5.927051
0.002375,4.004837
0.002500,0.000000
0.002625,-4.004837
0.002750,-5.927051
0.002875,-4.897505
0.003000,-1.763356
0.003125,1.414214
0.003250,2.572949
0.003375,0.862514
0.003500,-2.853170
0.003625,-6.498599
0.003750,-8.000000
0.003875,-6.498599
0.004000,-2.853170
0.004125,0.862514
0.004250,2.572949
0.004375,1.414214
0.004500,-1.763356
0.004625,-4.897505
0.004750,-5.927051
0.004875,-4.004837
0.005000,-0.000000
0.005125,4.004837
0.005250,5.927051
0.005375,4.897505
0.005500,1.763356
0.005625,-1.414214
0.005750,-2.572949
0.005875,-0.862514
0.006000,2.853170
0.006125,6.498599
0.006250,8.000000
0.006375,6.498599
0.006500,2.853170
0.006625,-0.862514
0.006750,-2.572949
0.006875,-1.414214
0.007000,1.763356
0.007125,4.897505
0.007250,5.927051
0.007375,4.004837
0.007500,0.000000
0.007625,-4.004837
0.007750,-5.927051
0.007875,-4.897505
0.008000,-1.763356
0.008125,1.414214
0.008250,2.572949
0.008375,0.862514
0.008500,-2.853170
0.008625,-6.498599
0.008750,-8.000000
0.008875,-6.498599
0.009000,-2.853170
0.009125,0.862514
0.009250,2.572949
0.009375,1.414214
0.009500,-1.763356
0.009625,-4.897505
0.009750,-5.927051
0.009875,-4.004837
0.010000,-0.000000
0.010125,4.004837
0.010250,5.927051
0.010375,4.897505
0.010500,1.763356
0.010625,-1.414214
0.010750,-2.572949
0.010875,-0.862514
0.011000,2.853170
0.011125,6.498599
0.011250,8.000000
0.011375,6.498599
0.011500,2.853170
0.011625,-0.862514
0.011750,-2.572949
0.011875,-1.414214
0.012000,1.763356
0.012125,4.897505
0.012250,5.927051
0.012375,4.004837
0.012500,0.000000
0.012625,-4.004837
0.012750,-5.927051
0.012875,-4.897505
0.013000,-1.763356
0.013125,1.414214
0.013250,2.572949
0.013375,0.862514
0.013500,-2.853170
0.013625,-6.498599
0.013750,-8.000000
0.013875,-6.498599
0.014000,-2.853170
0.014125,0.862514
0.014250,2.572949
0.014375,1.414214
0.014500,-1.763356
0.014625,-4.897505
